title,year,genre,rating,votes,plot,tags
Chip's Challenge,1989,adventure,8,39,"Chip finds himself working his way through a magical clubhouse, full of ice, fire, and creatures, by using computer chips to unlock each new section.","['singleplayer',    'classic', 'cult classic', 'sokoban', 'enemies', 'levels', 'puzzler', 'keys', 'tile-based']"
Jewel Master,1992,action,8,7,Missing,"['singleplayer', 'exclusive']"
Puro yakyuu Famirî sutajiamu '88,1991,sport,8,10,Missing,"['singleplayer',  'full controller support',   'pixel graphics', 'controller support']"
Getting Up: Contents Under Pressure,2005,"action, adventure, crime",8,265,A graffiti artist (Trane) fights government corruption in the fictional city of New Radius.,"['singleplayer', 'atmospheric', 'great soundtrack', 'third person', 'partial controller support', 'classic', 'stealth', 'parkour']"
Oddworld: Stranger's Wrath,2005,"action, adventure, fantasy",8,288,"A bounty hunter known as the Stranger is pursuing and capturing criminals, trying to earn enough money for a mysterious operation. When he hears that a town populated by Grubbs has been invaded by a demon, the Stranger ventures there.","['singleplayer',  'first-person', 'third person', 'fps', 'classic', 'comedy', 'controller', 'action-adventure', 'controller support', 'cult classic', 'western']"
The Incredible Hulk: Ultimate Destruction,2005,"action, adventure, sci-fi",8,457,"The Incredible Hulk faces against his greatest adversary - the Abomination - in a free-roaming, open-world action-adventure.",['singleplayer']
Cultures - Die Abenteuerbox,2003,adventure,8,12,"The game story is centering centered around Bjarni, a young famous and heroic viking. Bjarnis adventures include the destruction of the evil Midgard serpent alongside his friends Sigurd, ...                See full summary »","['singleplayer', 'multiplayer', 'rts', 'city builder']"
Itchy & Scratchy in Miniature Golf Madness!,1993,"action, comedy, sport",8,34,"Scratchy tries to enjoy a game of miniature golf; unfortunately, he is constantly interrupted by Itchy, who persists in hunting the poor cat with various weapons.",['tower defense']
Ys VI: The Ark of Napishtim,2003,"action, adventure, fantasy",8,35,"Once again, the player controls the main character of the series, the adventurer Adol Christin, on a new journey. Adol's ship has been attacked, and he loses his consciousness. After a ...                See full summary »","['singleplayer',    'great soundtrack', 'rpg', 'partial controller support', 'fantasy', 'steam leaderboards', 'difficult', 'action rpg', 'anime', 'role-playing', 'controller support', 'jrpg']"
NHLPA Hockey '93,1992,"action, sport",8,41,Missing,"['singleplayer', 'multiplayer']"
Cannon Fodder,1993,action,8,138,Cannon Fodder is an action shoot 'em up game.,['singleplayer']
Space Quest IV: Roger Wilco and the Time Rippers,1991,"adventure, comedy, sci-fi",8,142,"Roger Wilco is relaxing at his favorite pub somewhere in time and space when heavily armed soldiers enter the room. Carrying a parting message from Roger's old nemesis, Sludge Vohaul, they ...                See full summary »",['singleplayer']
Blackthorne,1994,"action, fantasy, thriller",8,80,"After breaking out of prison on earth, military captain and mercenary Kyle Blackthorne travels back to his home planet to save his people and reclaim his throne on the once peaceful Planet Tuul.",['singleplayer']
Star Control,1990,sci-fi,8,37,"One of the most widely appreciated and revered videogames of its time, Star Control dictates a story of a future under threat by the alien race Ur-Quan. This game set the standard for ...                See full summary »","['singleplayer', 'multiplayer']"
Metal Slug,1996,"action, adventure",8,619,"When general Morden, a corrupt and powerful army general, has staged a coup d'etat, Marco Rossi and Tarma Roving, members of an elite army task force, use the Metal Slug tank to crush Morden's rebellion and restore order.","['singleplayer',  'multiplayer', 'full controller support',  'great soundtrack', 'co-op', 'funny', 'steam leaderboards', 'classic', 'local co-op', 'pixel graphics', 'local multiplayer', 'retro', 'controller support', 'side scroller', 'fast-paced', 'overlay', 'achievements', ""shoot 'em up"", 'cartoony', 'cloud saves', 'leaderboards']"
NFL Street,2004,sport,8,61,Missing,"['singleplayer', 'multiplayer']"
X-Men Legends,2004,"action, sci-fi",8,885,"You play the X-Men as they battle against the forces of evil, be it mutant haters with their Sentinels, or Magneto and his Brotherhood of Mutants.","['singleplayer', 'multiplayer']"
Metal Slug 3,2000,action,8,473,"After peace is returning to the world, the 4 main characters of the PF SPARROWS squad are sent to combat different areas of the planet. However, little do they know that a returning threat is now on the cusp of taking over the world.","['singleplayer',  'multiplayer', 'full controller support',   'great soundtrack', 'co-op', 'online co-op', 'steam leaderboards', 'difficult', 'classic', 'comedy', 'local co-op', 'pixel graphics', 'local multiplayer', 'retro', 'controller support', 'side scroller', 'overlay', 'achievements', ""shoot 'em up"", 'cloud saves', 'leaderboards']"
Battlefield 1942,2002,"action, adventure, war",8,1373,"In Battlefield 1942, players are dropped into the middle of a World War II battlefield and forced to find a path to victory both for them and for the soldiers on their side.",['exclusive']
Hunchback,1983,action,8,15,Missing,"['character', 'speed', 'castle', 'ocean']"
Adventure Quest,1983,"adventure, fantasy",8,12,Missing,"['singleplayer', 'fantasy', 'retro', 'short']"
Unreal Championship 2: The Liandri Conflict,2005,"action, sci-fi",8,50,Missing,['exclusive']
Hitman: Contracts,2004,"action, crime, mystery",8,2958,"After a failed job, 47 hides in a dark room and while delusional, he dreams about past assignments.","['singleplayer', 'atmospheric', 'great soundtrack', 'first-person', 'third person', 'difficult', 'classic', 'stealth', 'dark', 'assassin']"
Otogi: Myth of Demons,2002,"action, adventure, fantasy",8,35,The game's protagonist Raikoh Minamoto (based on Minamoto no Yorimitsu) was born into a clan of executioners under the emperor's command. Raikoh was given the order to kill his own father. ...                See full summary »,['exclusive']
RTX Red Rock,2003,"action, sci-fi",8,14,Missing,['exclusive']
Arx Fatalis,2002,"action, adventure, fantasy",8,93,"Arx was a once a prosperous place. However, after one night the sun of the world of Exosta never rose again, and the blistering cold forced their inhabitants into the dwarf mines. There, a ...                See full summary »","['singleplayer', 'atmospheric', 'rpg', 'story rich', 'first-person', 'horror', 'fantasy', 'classic', 'exploration', 'role-playing', 'dark fantasy', 'dungeon crawler', 'immersive sim', 'underground']"
Carmageddon,1997,"action, crime, sci-fi",8,491,"Drive through cities, mine and industrial areas collecting bonuses, damaging competitors' cars, or by running over pedestrians in Carmageddon.","['singleplayer', 'multiplayer']"
The Hobbit Software Adventure,1982,"adventure, fantasy",8,55,Missing,"['fantasy', 'licensed', 'puzzle-elements', 'puzzle-solving', 'lotr', 'dwarves', 'goblins', 'elves', 'tolkien', 'lord-of-the-rings', 'j.r.r. tolkien', 'smaug', 'middle-earth', 'the-lord-of-the-rings', 'gollum', 'the lord of the rings', 'bilbo-baggins']"
Strife,1996,"action, adventure, sci-fi",8,40,"In a post-apocalyptic future, a comet carrying a deadly virus strikes Earth, killing millions and mutating others. Survivors of the plague are forced to live by the rule of the Order, a ...                See full summary »","['singleplayer',  'multiplayer',  'rpg', 'co-op', 'open world', 'online co-op', 'fantasy', 'survival', 'free to play', 'stats', 'zombies', 'pvp', 'team-based', 'rts', 'mmorpg', 'moba']"
Revenant,1999,"action, adventure, fantasy",8,43,A warrior is risen from the dead and commissioned with the task of stopping a depraved cult called The Children of Change.,"['singleplayer', 'free to play', 'pixel graphics', 'tactical', 'third-person shooter', 'dark', 'role-playing', 'cyberpunk', 'combat', 'linear']"
Ultima VI: The False Prophet,1990,"adventure, fantasy",8,56,Missing,"['singleplayer', 'turn-based strategy']"
Capcom vs SNK 2: Mark of the Millennium 2001,2001,action,8,186,"Capcom vs. SNK 2 combines characters and gameplay elements from various Capcom and SNK fighting games, mainly the Street Fighter and The King of Fighters series.",['history']
Ultima V: Warriors of Destiny,1988,"adventure, fantasy",8,54,Missing,"['singleplayer', 'rpg', 'role-playing', 'turn-based', 'magic', 'dungeons', 'spells', 'role-playing-game', 'spell-casting', 'teleportation', 'battles', 'the avatar', 'britannia', 'ultima', 'lord-british', 'lord british', 'party-based-rpg', 'underworld', 'battle-system', 'police-state', 'compass', 'day-night', 'stealing', 'shadowlords', 'blackthorn', 'day-night-cycle', 'monarchy', 'tyrant', 'rosette-compass', 'day-cycle', 'usurp', 'party-members']"
Jack Orlando,1997,"action, adventure",8,59,"Jack Orlando-a cinematic adventure is the story of a scruffy but shrewd private investigator, called Jack Orlando who becomes involuntarily involved in a mysterious case of murder. He has ...                See full synopsis »","['singleplayer',  'point & click', 'detective', 'noir']"
Rise of Nations,2003,"action, adventure, history",8,839,A RTS game spanning across different ages and nations to determine who is the best.,"['building', 'history', 'steam', 'ancient']"
UmJammer Lammy,1999,"comedy, fantasy, music",8,75,"This 'PaRappa' spin-off tells the story of Lammy, a guitarist for the rock band MilkCan, and her adventure to get to her concert in fifteen minutes.",['hamster']
Rayman 2: The Great Escape,1999,"action, adventure, comedy",8,633,"An army of Robo-Pirates take over a world called Glade of Dreams, enslave their inhabitants and break the world's core into 1000 lums. Rayman must collect these lums and retrieve the 4 legendary Masks that awaken the Great Polokus.",['singleplayer']
Maximo: Ghost to Glory,2001,"action, adventure, fantasy",8,89,"When the evil king Achille has wrought evil on the land, spread hordes of the undead, and imprisoned the four wise sorceresses, Maximo sets out to restore peace to the kingdom.","['war', 'hero', 'hell', 'girl', 'princess', 'ghosts', 'knight']"
Biker Mice from Mars,1994,"action, family, sci-fi",8,52,"After their home planet of Mars is annihilated by the Plutarkians, three renegade mice, Throttle, Vinnie, and Modo, high tail it for Earth and the safety of Chicago. But they soon find out ...                See full summary »","['battle', 'destruction', 'fun', 'mars', 'build', 'planet', 'galaxy']"
Evil Zone,1999,"action, comedy, drama",8,43,Missing,"['singleplayer', 'multiplayer', 'exclusive']"
Dragon Quest IV,1990,"adventure, fantasy",8,127,A warrior is ordered by his king to locate children that are mysteriously disappearing.,"['rpg', 'fantasy', 'mystery', 'magic', 'story', 'epic', 'party', 'fight', 'hero', 'monsters', 'death', 'art', 'sword', 'ball', 'quest', 'ai', 'dungeon', 'children']"
Star Trek 25th Anniversary,1992,"action, adventure, sci-fi",8,139,You control Captain Kirk and the crew of the USS Enterprise as you experience a new series of adventures in the final frontier.,"['singleplayer', 'sci-fi', 'classic', 'point & click']"
